"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous modifications","Number of previous fixes","Number of committers","Number of developer commits","Number of bugs"
"L106727","TestCrashWithRebuildSlow.java","community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestCrashWithRebuildSlow.java","L106701","6","0","181","50","0","12","665","0"
"L106728","TestDenseNodeRelChainPositionIT.java","community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestDenseNodeRelChainPositionIT.java","L106701","2","0","52","10","0","5","5350","0"
"L106729","TestExceptionTypeOnInvalidIds.java","community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestExceptionTypeOnInvalidIds.java","L106701","1","0","183","20","0","12","815","0"
"L106730","TestIdReuse.java","community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestIdReuse.java","L106701","7","0","90","33","0","15","815","0"
"L106731","TestIsolationBasic.java","community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestIsolationBasic.java","L106701","6","0","159","8","0","6","815","0"
"L106732","TestIsolationMultipleThreads.java","community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestIsolationMultipleThreads.java","L106701","14","0","396","11","0","7","815","0"
"L106733","TestJumpingIdGenerator.java","community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestJumpingIdGenerator.java","L106701","8","0","83","14","0","7","5350","0"
"L106734","TestLengthyArrayPacking.java","community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestLengthyArrayPacking.java","L106701","5","0","98","15","0","6","5350","0"
"L106735","TestLoopRelationships.java","community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestLoopRelationships.java","L106701","29","0","317","18","0","5","5350","0"
"L106736","TestNeo4j.java","community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestNeo4j.java","L106701","11","0","184","49","0","16","815","0"
"L106737","TestNeo4jApiExceptions.java","community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestNeo4jApiExceptions.java","L106701","15","0","202","9","0","5","3997","0"
"L106738","TestNeo4jCacheAndPersistence.java","community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestNeo4jCacheAndPersistence.java","L106701","23","0","508","47","0","13","815","0"
"L106739","TestOperationsOnDeletedRelationships.java","community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestOperationsOnDeletedRelationships.java","L106701","3","0","54","17","0","8","5350","0"
"L106740","TestProperties.java","community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestProperties.java","L106701","20","0","219","51","0","15","815","0"
"L106741","TestPropertyCachePoisoning.java","community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestPropertyCachePoisoning.java","L106701","4","0","187","19","0","8","5350","0"
"L106742","TestPropertyTypes.java","community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestPropertyTypes.java","L106701","19","0","630","20","0","9","5350","0"
"L106743","TestRaceOnMultipleNodeImpl.java","community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestRaceOnMultipleNodeImpl.java","L106701","10","0","291","22","0","10","5350","0"
"L106744","TestReadOnlyNeo4j.java","community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestReadOnlyNeo4j.java","L106701","7","0","136","47","0","16","815","0"
"L106745","TestRelationship.java","community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestRelationship.java","L106701","44","0","883","54","1","16","815","0"
"L106746","TestRelationshipCount.java","community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestRelationshipCount.java","L106701","50","0","523","10","1","4","5350","0"
"L106747","TestRelationshipGrabSize.java","community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestRelationshipGrabSize.java","L106701","10","0","186","23","0","9","815","0"
"L106748","TestRelIdArray.java","community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestRelIdArray.java","L106701","3","0","163","33","0","11","5350","0"
"L106749","TestShortStringProperties.java","community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestShortStringProperties.java","L106701","4","0","194","35","0","11","5350","0"
"L106750","TestShutdownSequence.java","community/kernel/src/test/java/org/neo4j/kernel/impl/core/TestShutdownSequence.java","L106701","1","0","92","18","0","10","665","0"
"L106751","TokenHolderTest.java","community/kernel/src/test/java/org/neo4j/kernel/impl/core/TokenHolderTest.java","L106701","3","0","54","2","0","1","5350","0"
"L110352","TxStateTransactionDataViewTest.java","community/kernel/src/test/java/org/neo4j/kernel/impl/coreapi/TxStateTransactionDataViewTest.java","L110351","3","0","203","25","0","10","2319","0"
"L111488","DummyIndexExtensionFactory.java","community/kernel/src/test/java/org/neo4j/kernel/impl/index/DummyIndexExtensionFactory.java","L111487","1","0","55","21","0","11","5350","0"
"L111489","DummyIndexImplementation.java","community/kernel/src/test/java/org/neo4j/kernel/impl/index/DummyIndexImplementation.java","L111487","2","0","178","4","0","2","1296","0"
"L111490","IndexDefineCommandTest.java","community/kernel/src/test/java/org/neo4j/kernel/impl/index/IndexDefineCommandTest.java","L111487","3","0","23","3","0","1","505","0"
"L111491","IndexEntityTypeTest.java","community/kernel/src/test/java/org/neo4j/kernel/impl/index/IndexEntityTypeTest.java","L111487","1","0","12","2","0","1","1296","0"
"L111492","TestIndexImplOnNeo.java","community/kernel/src/test/java/org/neo4j/kernel/impl/index/TestIndexImplOnNeo.java","L111487","1","0","75","21","0","9","665","0"
"L111493","TestIndexProviderStore.java","community/kernel/src/test/java/org/neo4j/kernel/impl/index/TestIndexProviderStore.java","L111487","6","0","170","30","0","7","5350","0"
"L112151","AcquireAndReleaseLocksCompatibility.java","community/kernel/src/test/java/org/neo4j/kernel/impl/locking/AcquireAndReleaseLocksCompatibility.java","L112150","1","0","102","7","0","3","2319","0"
"L112152","DeadlockCompatibility.java","community/kernel/src/test/java/org/neo4j/kernel/impl/locking/DeadlockCompatibility.java","L112150","7","0","93","2","0","2","665","0"
"L112153","LegacyDeadlockCompatibility.java","community/kernel/src/test/java/org/neo4j/kernel/impl/locking/LegacyDeadlockCompatibility.java","L112150","25","0","297","6","0","3","5350","0"
"L112154","LockGroupTest.java","community/kernel/src/test/java/org/neo4j/kernel/impl/locking/LockGroupTest.java","L112150","1","0","20","2","0","2","310","0"
"L112155","LockingCompatibilityTestSuite.java","community/kernel/src/test/java/org/neo4j/kernel/impl/locking/LockingCompatibilityTestSuite.java","L112150","4","0","159","5","0","3","5350","0"
"L112156","LockReentrancyCompatibility.java","community/kernel/src/test/java/org/neo4j/kernel/impl/locking/LockReentrancyCompatibility.java","L112150","1","0","122","2","0","2","2319","0"
"L112157","LockServiceMicroBenchmark.java","community/kernel/src/test/java/org/neo4j/kernel/impl/locking/LockServiceMicroBenchmark.java","L112150","14","0","292","4","0","4","665","0"
"L112158","LockWorker.java","community/kernel/src/test/java/org/neo4j/kernel/impl/locking/LockWorker.java","L112150","4","0","124","4","0","3","665","0"
"L112159","LockWorkerState.java","community/kernel/src/test/java/org/neo4j/kernel/impl/locking/LockWorkerState.java","L112150","1","0","26","2","0","2","665","0"
"L112160","LockWorkFailureDump.java","community/kernel/src/test/java/org/neo4j/kernel/impl/locking/LockWorkFailureDump.java","L112150","2","0","36","7","0","3","412","0"
"L112161","ReentrantLockServiceTest.java","community/kernel/src/test/java/org/neo4j/kernel/impl/locking/ReentrantLockServiceTest.java","L112150","5","0","133","6","0","3","1636","0"
"L112162","ResourceTypesIT.java","community/kernel/src/test/java/org/neo4j/kernel/impl/locking/ResourceTypesIT.java","L112150","7","0","67","2","0","2","1636","0"
"L112163","RWLockCompatibility.java","community/kernel/src/test/java/org/neo4j/kernel/impl/locking/RWLockCompatibility.java","L112150","32","0","306","4","0","3","665","0"
"L112164","ThreadRepository.java","community/kernel/src/test/java/org/neo4j/kernel/impl/locking/ThreadRepository.java","L112150","12","0","269","3","0","2","1636","0"
"L113852","ConfiguringPageCacheFactoryTest.java","community/kernel/src/test/java/org/neo4j/kernel/impl/pagecache/ConfiguringPageCacheFactoryTest.java","L113851","1","0","37","9","0","4","5350","0"
"L113853","StandalonePageCacheFactoryTest.java","community/kernel/src/test/java/org/neo4j/kernel/impl/pagecache/StandalonePageCacheFactoryTest.java","L113851","2","0","33","9","1","5","1404","0"
"L114186","KernelRecoveryTest.java","community/kernel/src/test/java/org/neo4j/kernel/impl/recovery/KernelRecoveryTest.java","L114185","1","0","108","18","1","8","665","0"
"L114187","TestStoreRecoverer.java","community/kernel/src/test/java/org/neo4j/kernel/impl/recovery/TestStoreRecoverer.java","L114185","1","0","107","49","0","13","5350","0"
"L114342","AbstractDynamicStoreTest.java","community/kernel/src/test/java/org/neo4j/kernel/impl/store/AbstractDynamicStoreTest.java","L114341","2","0","82","11","0","5","665","0"
"L114343","ArrayQueueOutOfOrderSequenceTest.java","community/kernel/src/test/java/org/neo4j/kernel/impl/store/ArrayQueueOutOfOrderSequenceTest.java","L114341","7","0","137","5","0","3","815","0"
"L114344","CountsOracle.java","community/kernel/src/test/java/org/neo4j/kernel/impl/store/CountsOracle.java","L114341","3","0","105","20","0","5","20","0"
"L114346","IdGeneratorRebuildFailureEmulationTest.java","community/kernel/src/test/java/org/neo4j/kernel/impl/store/IdGeneratorRebuildFailureEmulationTest.java","L114341","9","0","273","16","0","8","665","0"
"L114347","LargeByteArraysIT.java","community/kernel/src/test/java/org/neo4j/kernel/impl/store/LargeByteArraysIT.java","L114341","5","0","54","4","0","4","815","0"
"L114349","NeoStoresIT.java","community/kernel/src/test/java/org/neo4j/kernel/impl/store/NeoStoresIT.java","L114341","15","0","202","5","0","3","5350","0"
"L114351","NodeStoreTest.java","community/kernel/src/test/java/org/neo4j/kernel/impl/store/NodeStoreTest.java","L114341","8","0","232","12","0","3","665","0"
"L114353","ProduceUncleanStore.java","community/kernel/src/test/java/org/neo4j/kernel/impl/store/ProduceUncleanStore.java","L114341","3","0","34","4","0","4","665","0"
"L114354","PropertyKeyTest.java","community/kernel/src/test/java/org/neo4j/kernel/impl/store/PropertyKeyTest.java","L114341","2","0","47","2","0","2","665","0"
"L114355","PropertyRecordTest.java","community/kernel/src/test/java/org/neo4j/kernel/impl/store/PropertyRecordTest.java","L114341","7","0","93","2","0","2","815","0"
"L114356","PropertyStoreTest.java","community/kernel/src/test/java/org/neo4j/kernel/impl/store/PropertyStoreTest.java","L114341","1","0","91","4","0","4","665","0"
"L114358","RecordStoreConsistentReadTest.java","community/kernel/src/test/java/org/neo4j/kernel/impl/store/RecordStoreConsistentReadTest.java","L114341","10","0","474","14","0","5","665","0"
"L114359","RelationshipGroupStoreTest.java","community/kernel/src/test/java/org/neo4j/kernel/impl/store/RelationshipGroupStoreTest.java","L114341","9","0","290","21","0","8","815","0"
"L114360","SchemaStoreTest.java","community/kernel/src/test/java/org/neo4j/kernel/impl/store/SchemaStoreTest.java","L114341","3","0","94","6","0","2","665","0"
"L114361","StoreFactoryTest.java","community/kernel/src/test/java/org/neo4j/kernel/impl/store/StoreFactoryTest.java","L114341","1","0","53","10","0","4","665","0"
"L114362","StoreVersionTest.java","community/kernel/src/test/java/org/neo4j/kernel/impl/store/StoreVersionTest.java","L114341","4","0","116","14","0","5","665","0"
"L114363","TestArrayStore.java","community/kernel/src/test/java/org/neo4j/kernel/impl/store/TestArrayStore.java","L114341","5","0","150","8","0","3","665","0"
"L114364","TestBrokenStoreRecovery.java","community/kernel/src/test/java/org/neo4j/kernel/impl/store/TestBrokenStoreRecovery.java","L114341","1","0","43","2","0","2","199","0"
"L114365","TestDynamicStore.java","community/kernel/src/test/java/org/neo4j/kernel/impl/store/TestDynamicStore.java","L114341","21","0","363","10","0","4","665","0"
"L114366","TestGraphProperties.java","community/kernel/src/test/java/org/neo4j/kernel/impl/store/TestGraphProperties.java","L114341","5","0","317","14","0","6","815","0"
"L114367","TestGrowingFileMemoryMapping.java","community/kernel/src/test/java/org/neo4j/kernel/impl/store/TestGrowingFileMemoryMapping.java","L114341","4","0","90","8","0","3","665","0"
"L114368","TestIdGenerator.java","community/kernel/src/test/java/org/neo4j/kernel/impl/store/TestIdGenerator.java","L114341","55","0","675","6","0","5","815","0"
"L114369","TestIdGeneratorRebuilding.java","community/kernel/src/test/java/org/neo4j/kernel/impl/store/TestIdGeneratorRebuilding.java","L114341","8","0","198","10","0","4","665","0"
"L114371","TestNeoStore.java","community/kernel/src/test/java/org/neo4j/kernel/impl/store/TestNeoStore.java","L114341","72","0","1136","49","0","12","815","0"
"L114372","TestOsSpecificLocks.java","community/kernel/src/test/java/org/neo4j/kernel/impl/store/TestOsSpecificLocks.java","L114341","3","0","80","4","0","4","815","0"
"L114373","TestPropertyBlocks.java","community/kernel/src/test/java/org/neo4j/kernel/impl/store/TestPropertyBlocks.java","L114341","56","0","702","2","0","1","5350","0"
"L114376","TestStore.java","community/kernel/src/test/java/org/neo4j/kernel/impl/store/TestStore.java","L114341","5","0","175","10","0","4","665","0"
"L114377","TestStoreAccess.java","community/kernel/src/test/java/org/neo4j/kernel/impl/store/TestStoreAccess.java","L114341","1","0","51","4","0","2","665","0"
"L114378","UpgradeStoreIT.java","community/kernel/src/test/java/org/neo4j/kernel/impl/store/UpgradeStoreIT.java","L114341","13","0","372","12","0","4","665","0"
"L125499","ConfigMapUpgradeConfigurationTestIT.java","community/kernel/src/test/java/org/neo4j/kernel/impl/storemigration/ConfigMapUpgradeConfigurationTestIT.java","L125498","4","0","47","6","0","5","2472","0"
"L125500","CurrentDatabaseTest.java","community/kernel/src/test/java/org/neo4j/kernel/impl/storemigration/CurrentDatabaseTest.java","L125498","1","0","37","9","0","5","1296","0"
"L125501","MigrationTestUtils.java","community/kernel/src/test/java/org/neo4j/kernel/impl/storemigration/MigrationTestUtils.java","L125498","17","0","224","95","0","17","1296","0"
"L125502","SchemaIndexMigratorTest.java","community/kernel/src/test/java/org/neo4j/kernel/impl/storemigration/SchemaIndexMigratorTest.java","L125498","2","0","171","2","0","2","67","0"
"L125503","StoreMigratorTest.java","community/kernel/src/test/java/org/neo4j/kernel/impl/storemigration/StoreMigratorTest.java","L125498","1","0","53","56","0","13","1296","0"
"L125504","StoreVersionCheckTest.java","community/kernel/src/test/java/org/neo4j/kernel/impl/storemigration/StoreVersionCheckTest.java","L125498","1","0","50","8","0","7","1296","0"
"L125505","UpgradableDatabaseTest.java","community/kernel/src/test/java/org/neo4j/kernel/impl/storemigration/UpgradableDatabaseTest.java","L125498","2","0","137","19","0","9","1296","0"
"L127940","CommitContentionTests.java","community/kernel/src/test/java/org/neo4j/kernel/impl/transaction/CommitContentionTests.java","L127939","10","0","162","19","0","8","665","0"
"L127942","DeadSimpleTransactionIdStore.java","community/kernel/src/test/java/org/neo4j/kernel/impl/transaction/DeadSimpleTransactionIdStore.java","L127939","1","0","75","9","0","4","1636","0"
"L127943","FakeXAResource.java","community/kernel/src/test/java/org/neo4j/kernel/impl/transaction/FakeXAResource.java","L127939","5","0","126","15","0","5","5350","0"
"L127944","KernelHealthTest.java","community/kernel/src/test/java/org/neo4j/kernel/impl/transaction/KernelHealthTest.java","L127939","1","0","37","17","0","6","6","0"
