@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L96339","11","0","114","31","0","12","67","false"
"L116464","2","0","104","17","0","7","665","false"
"L116465","2","0","48","7","0","4","665","false"
"L116466","1","0","65","12","0","6","665","false"
"L116467","1","0","81","16","0","7","665","false"
"L116468","2","0","42","7","0","4","665","false"
"L116469","1","0","82","16","0","7","665","false"
"L126002","3","0","40","6","0","4","224","false"
"L126003","3","0","39","6","0","4","224","false"
"L126239","3","0","36","4","0","3","1296","false"
"L126240","3","0","36","2","0","2","1296","false"
"L126241","2","0","23","4","0","2","665","false"
"L129791","1","0","43","2","0","2","5350","false"
"L129792","1","0","35","5","0","4","5350","false"
"L129793","1","0","122","2","0","2","20","false"
"L129794","1","0","123","2","0","2","20","false"
"L129795","1","0","131","5","0","4","5350","false"
"L129796","1","0","100","2","0","2","5350","false"
"L129797","3","0","98","3","0","2","20","false"
"L129798","1","0","99","4","0","3","5350","false"
"L129799","2","0","49","6","0","4","815","false"
"L129800","1","0","220","6","0","4","5350","false"
"L131448","13","0","210","12","0","8","5350","false"
"L131449","1","0","91","2","0","2","20","false"
"L131450","2","0","135","2","0","2","5350","false"
"L131451","3","0","81","2","0","2","5350","false"
"L126446","1","0","107","6","0","3","412","false"
"L126447","16","0","187","8","0","5","412","false"
"L126448","2","0","115","8","0","5","412","false"
"L126449","1","0","118","8","0","4","412","false"
"L126450","4","0","172","8","0","5","412","false"
"L126451","7","0","59","4","0","3","815","false"
"L44296","18","0","343","8","0","3","5350","false"
"L187793","2","0","161","56","0","15","199","false"
"L187794","11","0","435","28","0","11","665","false"
"L187795","2","0","62","7","0","5","533","false"
"L187796","1","0","32","6","0","5","2472","false"
"L70470","6","0","155","15","0","7","412","false"
"L70471","1","0","4","2","0","2","533","false"
"L70472","4","0","73","3","0","3","665","false"
"L70473","1","0","17","3","0","1","310","false"
"L70474","1","0","17","1","0","1","310","false"
"L70475","1","0","98","2","0","1","310","false"
"L70476","1","0","132","1","0","1","310","false"
"L154921","16","0","288","13","0","8","1636","false"
"L154922","13","0","141","9","0","6","665","false"
"L158254","2","0","82","7","0","3","412","false"
"L158255","7","0","69","2","0","2","815","false"
"L158256","1","0","9","7","0","5","1296","false"
"L44576","14","0","492","45","0","13","5350","false"
"L44577","1","0","46","15","0","7","5350","false"
"L157667","4","0","101","12","0","7","199","false"
"L158004","5","0","197","35","0","11","5350","false"
"L158066","4","0","228","23","0","12","2319","false"
"L187192","1","0","8","4","0","3","1296","false"
"L142264","2","0","59","2","1","2","101","false"
"L154965","6","0","149","8","0","6","2319","false"
"L154966","1","0","64","3","0","2","1296","false"
"L154967","3","0","135","21","0","10","665","false"
"L154968","1","0","11","2","0","2","5350","false"
"L154969","1","0","19","4","0","2","5350","false"
"L154970","1","0","12","2","0","2","5350","false"
"L154971","5","0","49","10","0","7","533","false"
"L154972","1","0","19","2","0","2","5350","false"
"L154973","1","0","17","5","0","2","5350","false"
"L154974","1","0","11","2","0","2","5350","false"
"L154975","1","0","11","2","0","2","5350","false"
"L154976","10","0","139","20","0","7","5350","false"
"L154977","4","0","64","15","0","8","310","false"
"L154978","1","0","21","3","0","3","533","false"
"L154979","1","0","65","3","0","2","1296","false"
"L154980","1","0","162","8","0","4","5350","false"
"L154981","1","0","21","1","0","1","5350","false"
"L154982","1","0","100","13","0","8","665","false"
"L154983","24","0","242","20","0","10","5350","false"
"L154984","1","0","20","3","0","3","1296","false"
"L154985","1","0","19","2","0","2","5350","false"
"L154986","9","0","75","25","0","11","5350","false"
"L154987","1","0","197","9","0","6","665","false"
"L154988","1","0","18","2","0","2","5350","false"
"L154989","1","0","13","2","0","2","5350","false"
"L154990","7","0","505","67","0","15","5350","false"
"L154991","1","0","64","13","0","5","199","false"
"L154992","9","0","234","30","0","12","5350","false"
"L154993","4","0","84","7","0","6","310","false"
"L154994","37","0","1615","109","0","18","1296","false"
"L154995","7","0","185","37","0","13","199","false"
"L154996","2","0","101","13","0","5","1404","false"
"L87109","1","0","56","8","0","6","828","false"
"L87110","9","0","352","28","0","7","5350","false"
"L87111","3","0","81","6","0","3","199","false"
"L87112","1","0","73","10","0","9","828","false"
"L87113","3","0","132","13","0","5","828","false"
"L87114","2","0","176","5","0","2","5350","false"
"L87115","3","0","207","39","0","11","2472","false"
"L87116","1","0","9","2","0","2","310","false"
"L87117","1","0","9","2","0","2","310","false"
"L87118","3","0","91","27","0","9","5350","false"
"L87119","4","0","273","39","0","14","5350","false"
"L87120","17","0","434","47","0","10","5350","false"
"L87121","3","0","176","5","0","3","665","false"
"L87122","1","0","19","2","0","2","533","false"
"L87123","2","0","78","17","0","9","665","false"
"L87124","5","0","235","38","0","15","828","false"
"L87125","1","0","15","12","0","7","665","false"
"L87126","1","0","58","14","0","3","5350","false"
"L87127","1","0","55","12","0","4","828","false"
"L87128","10","0","221","11","0","5","665","false"
"L87129","3","0","93","6","0","4","5350","false"
"L87130","5","0","94","7","0","2","5350","false"
"L87131","3","0","176","22","0","10","143","false"
"L87132","1","0","30","5","0","2","199","false"
"L87133","6","0","85","7","0","2","5350","false"
"L87134","2","0","151","6","0","3","412","false"
"L87135","2","0","102","19","0","10","5350","false"
"L87136","4","0","142","22","0","10","5350","false"
"L87137","1","0","72","16","0","6","5350","false"
"L103705","3","0","54","9","0","4","199","false"
"L103706","3","0","93","9","0","4","665","false"
"L87245","5","0","66","2","0","2","828","false"
"L87246","11","0","101","7","0","4","533","false"
"L87247","1","0","38","2","0","2","828","false"
"L126936","2","0","93","17","0","8","199","false"
"L157658","1","0","40","21","0","10","665","false"
"L157659","1","0","30","15","0","7","5350","false"
"L157660","3","0","57","20","0","5","665","false"
"L157661","4","0","79","11","0","4","1126","false"
"L157662","1","0","1","2","0","1","5350","false"
"L157663","8","0","113","19","0","7","3997","false"
"L157664","1","0","14","1","0","1","5350","false"
"L157665","3","0","37","3","0","2","2319","false"
"L187187","6","0","28","5","0","4","5350","false"
"L187188","5","0","45","5","0","4","5350","false"
"L154931","1","0","30","4","0","3","5350","false"
"L154932","1","0","10","1","0","1","5350","false"
"L154933","4","0","33","8","0","5","665","false"
"L154934","3","0","42","7","0","4","1296","false"
"L154935","11","0","106","19","0","7","1296","false"
"L154936","2","0","30","5","0","3","665","false"
"L154937","7","0","80","18","0","5","1296","false"
"L154938","33","0","185","24","0","8","1296","false"
"L154939","48","0","364","31","0","10","1296","false"
"L154940","23","0","186","9","0","4","665","false"
"L154941","6","0","45","2","0","2","5350","false"
"L154942","2","0","22","2","0","1","5350","false"
"L154943","4","0","41","9","0","5","1296","false"
"L154944","10","0","97","1","0","1","5350","false"
"L154945","35","0","333","30","0","12","665","false"
"L154946","5","0","40","6","0","3","5350","false"
"L154947","1","0","19","4","0","2","1126","false"
"L154948","41","0","441","57","0","14","1296","false"
"L154949","4","0","85","8","0","5","5350","false"
"L154950","9","0","141","16","0","6","1296","false"
"L154951","54","0","584","162","0","17","1296","false"
"L154952","47","0","428","67","0","12","1296","false"
"L154953","15","0","111","27","0","6","5350","false"
"L154954","3","0","52","2","0","1","5350","false"
"L154955","25","0","203","9","0","5","1296","false"
"L154956","19","0","64","8","0","5","665","false"
"L154957","4","0","40","11","0","4","5350","false"
"L154958","1","0","1","1","0","1","3997","false"
"L154959","1","0","27","2","0","2","5350","false"
"L154960","8","0","76","12","0","4","5350","false"
"L154961","1","0","20","16","0","4","665","false"
"L154962","1","0","49","17","0","4","665","false"
"L87069","4","0","137","10","0","5","533","false"
"L87070","22","0","319","40","0","10","828","false"
"L87071","6","0","218","13","0","8","665","false"
"L87072","2","0","22","7","0","4","665","false"
"L87073","3","0","33","5","0","3","5350","false"
"L87074","1","0","62","21","0","6","5350","false"
"L87075","1","0","7","9","0","3","5350","false"
"L87076","3","0","38","10","0","3","5350","false"
"L87077","1","0","27","25","0","8","665","false"
"L87078","6","0","81","1","0","1","533","false"
"L87079","1","0","48","8","0","4","5350","false"
"L87080","4","0","82","7","0","4","5350","false"
"L87081","9","0","187","27","0","14","5350","false"
"L87082","13","0","236","53","0","10","828","false"
"L87083","15","0","151","40","0","14","828","false"
"L87084","8","0","94","27","0","8","5350","false"
"L87085","1","0","72","9","0","2","5350","false"
"L87086","2","0","27","12","0","5","5350","false"
"L87087","11","0","271","58","0","12","665","false"
"L87088","2","0","51","28","0","10","665","false"
"L87089","18","0","161","12","0","4","665","false"
"L87090","11","0","100","8","0","5","2319","false"
"L87091","11","0","148","66","0","15","665","false"
"L87092","1","0","32","22","0","8","665","false"
"L87093","5","0","64","14","0","3","5350","false"
"L87094","1","0","23","8","0","3","1636","false"
"L87095","8","0","91","25","0","8","665","false"
"L87096","1","0","13","13","0","5","5350","false"
"L87097","9","0","121","32","0","11","828","false"
"L87098","9","0","78","5","0","4","5350","false"
"L87099","6","0","45","7","0","2","5350","false"
"L87100","1","0","22","8","0","2","5350","false"
"L87101","1","0","8","8","0","2","5350","false"
"L87102","2","0","35","7","0","2","5350","false"
"L87103","4","0","93","35","0","14","828","false"
"L87104","6","0","136","33","0","11","828","false"
"L87240","1","0","20","2","0","2","828","false"
"L87241","3","0","27","2","0","2","828","false"
"L87242","6","0","61","6","0","4","533","false"
"L87243","5","0","38","4","0","4","5350","false"
"L157855","1","0","30","1","0","1","1296","false"
"L46310","31","0","246","58","2","15","5350","false"
"L46311","1","0","16","18","0","11","2319","false"
"L46312","1","0","37","22","0","10","2319","false"
"L46313","2","0","32","22","0","7","5350","false"
"L46314","1","0","50","6","0","2","5350","false"
"L46315","1","0","11","6","0","2","5350","false"
"L46316","1","0","8","16","1","8","2319","false"
"L46317","42","0","733","25","1","9","2319","false"
"L46318","1","0","14","6","0","2","5350","false"
"L46319","1","0","10","6","0","2","5350","false"
"L46320","10","0","113","3","0","2","1296","false"
"L46321","3","0","51","13","2","6","3","false"
"L46322","8","0","80","19","0","9","3","false"
"L46323","16","0","220","36","0","12","1296","false"
"L46324","2","0","68","9","0","6","2319","false"
"L46325","1","0","20","6","0","4","3","false"
"L46326","10","0","98","6","0","3","3","false"
"L46327","3","0","63","27","0","11","5350","false"
"L47799","5","0","74","7","0","5","3","false"
"L46334","28","0","586","51","2","13","5350","false"
"L46335","10","0","160","12","1","6","3","false"
"L46336","7","0","131","29","0","11","5350","false"
"L46337","5","0","184","19","0","9","1296","false"
"L46338","1","0","34","6","0","4","3","false"
"L46339","3","0","117","17","0","9","3","false"
"L47807","5","0","47","2","0","2","1404","false"
"L47808","2","0","24","2","0","2","1404","false"
"L47809","3","0","30","4","0","3","665","false"
"L47810","19","0","568","11","0","5","1404","false"
"L47811","1","0","37","10","0","5","505","false"
"L47812","3","0","50","8","0","7","101","false"
"L47813","19","0","223","18","0","8","815","false"
"L47814","5","0","48","3","0","3","815","false"
"L69924","2","0","38","5","0","3","67","false"
"L69925","1","0","6","2","0","2","1404","false"
"L69926","3","0","68","2","0","2","1404","false"
"L69927","7","0","62","2","0","2","1404","false"
"L69928","8","0","52","2","0","2","1404","false"
"L69929","1","0","1","2","0","2","1404","false"
"L69930","11","0","72","2","0","2","1404","false"
"L47936","3","0","47","7","0","3","1404","false"
"L47937","3","0","46","5","0","2","665","false"
"L65733","2","0","70","3","0","2","665","false"
"L65734","3","0","188","6","0","4","815","false"
"L65735","1","0","22","2","0","1","665","false"
"L66345","1","0","39","3","0","2","665","false"
"L66346","175","0","3191","118","0","12","1296","false"
"L66347","5","0","252","16","0","7","67","false"
"L66348","10","0","279","4","0","3","1404","false"
"L66349","12","0","263","12","0","5","1296","false"
"L70061","5","0","158","5","0","3","815","false"
"L70062","2","0","172","2","0","2","1404","false"
"L70063","3","0","80","2","0","2","1404","false"
"L70064","1","0","45","2","0","2","1404","false"
"L70065","4","0","92","2","0","2","1404","false"
"L70066","1","0","86","2","0","2","1404","false"
"L70480","2","0","168","2","0","2","665","false"
"L70481","1","0","126","6","0","3","505","false"
"L70482","2","0","161","2","0","2","665","false"
"L70483","4","0","200","2","0","2","665","false"
"L70484","1","0","87","5","0","4","815","false"
"L70485","86","0","1108","25","0","7","665","false"
"L70486","1","0","110","10","0","4","815","false"
"L70487","2","0","145","14","0","6","665","false"
"L66355","6","0","83","11","0","5","1296","false"
"L66356","1","0","97","9","0","4","5350","false"
"L67834","1","0","10","2","0","2","1636","false"
"L67835","1","0","75","3","0","2","665","false"
"L67836","1","0","45","5","0","3","665","false"
"L67837","1","0","109","2","0","2","1636","false"
"L68967","1","0","19","3","0","2","67","false"
"L68968","1","0","19","3","0","2","67","false"
"L68969","18","0","220","3","0","2","67","false"
"L68970","11","0","107","3","0","2","67","false"
"L68971","1","0","9","3","0","2","67","false"
"L68972","5","0","70","3","0","2","67","false"
"L68973","3","0","27","3","0","2","67","false"
"L68974","23","0","331","5","0","3","1296","false"
"L68975","1","0","4","3","0","2","67","false"
"L68976","4","0","53","7","0","4","1296","false"
"L68977","12","0","126","5","0","3","1296","false"
